Id,SalePrice
1461,131051.4424343142
1462,161562.20949575675
1463,175920.42507892047
1464,190000.5726796221
1465,215430.45549197882
1466,177695.91415317403
1467,169738.88336343656
1468,168889.8119246745
1469,191743.5834409551
1470,124059.60659779594
1471,194765.39832791808
1472,94654.59358658813
1473,92293.49575944373
1474,158559.99454017196
1475,128027.43248333997
1476,379066.249357314
1477,251362.99243611871
1478,327163.60286498896
1479,318413.7860149671
1480,438124.57506003394
1481,287552.7295604773
1482,222920.37673094167
1483,186267.22708569365
1484,168359.71045820552
1485,170021.07935788954
1486,202814.11116546535
1487,363294.8951638184
1488,246331.63602793496
1489,203957.41812149505
1490,238304.38932837368
1491,188030.25260904673
1492,105254.27001311904
1493,183659.58610017574
1494,299227.2750465612
1495,298359.7401508033
1496,248289.41572893545
1497,211739.36292030197
1498,169956.47003500763
1499,170185.68845079164
1500,162602.5240286827
1501,175035.63012075046
1502,168938.52916633413
1503,270392.4314723916
1504,226467.33115001628
1505,216403.00418425383
1506,205779.07790706656
1507,235171.346878279
1508,195943.72287777776
1509,165123.54356489296
1510,149084.59257977887
1511,142407.49309142193
1512,176998.22793922442
1513,157770.3933060569
1514,164365.78816826013
1515,194640.5489243422
1516,152912.06184441887
1517,158559.74389871256
1518,173765.76767765183
1519,202160.15552314717
1520,132487.7330617203
1521,137431.793617326
1522,169447.48631391276
1523,121723.99669123741
1524,112651.4211360442
1525,118731.40612321244
1526,119368.97735985118
1527,105555.85280953559
1528,139047.66013507097
1529,136059.97040952384
1530,171420.64541531555
1531,103123.04800151708
1532,81885.75120560193
1533,146956.96565254108
1534,119653.60908971516
1535,142280.14366786453
1536,106959.4181188489
1537,71367.00599436392
1538,156833.26832669807
1539,187646.843455846
1540,126731.6643114764
1541,146303.8860379208
1542,159896.34858437974
1543,197951.0415491978
1544,87385.68366093868
1545,114998.78408166672
1546,134984.73519199065
1547,137586.38954510837
1548,142615.84393331048
1549,133650.01780519623
1550,139082.38627327586
1551,109538.40596394542
1552,138742.11383467965
1553,131222.42812734545
1554,112639.66975041962
1555,181883.82434579846
1556,123355.0048612263
1557,96759.10384991101
1558,95524.23573654701
1559,112633.24529303632
1560,124747.6308556533
1561,149180.1406789367
1562,132203.00930744316
1563,111741.44592185595
1564,174635.5320701298
1565,146099.33047810075
1566,221496.9870384119
1567,82599.25755059798
1568,223043.55014194295
1569,137384.27632761162
1570,140588.23115189423
1571,118737.5061089026
1572,151848.64334595896
1573,206460.20452332657
1574,145364.92068563757
1575,200281.09443548654
1576,166415.35053840492
1577,192261.37220161638
1578,142497.63322975137
1579,143588.20941367716
1580,190342.7165204101
1581,140716.6068478824
1582,125675.43926957325
1583,263633.8042718433
1584,226877.57268376378
1585,153683.36566989747
1586,62332.010793157126
1587,93199.3318512295
1588,138908.32033226383
1589,107161.40682210379
1590,136521.55615018934
1591,93441.3776335114
1592,119278.73233037916
1593,107551.613132172
1594,141249.19400680554
1595,116041.93170081511
1596,235133.11730792947
1597,211438.665689773
1598,211398.1111354393
1599,166671.16442342132
1600,169130.27079504234
1601,30481.992014875286
1602,118264.22945665909
1603,70541.49848283049
1604,289046.1058826238
1605,217926.5297240124
1606,165987.64340388848
1607,182653.64990068114
1608,214454.8592127127
1609,193852.35792705443
1610,158331.49877645998
1611,144210.10031785365
1612,207106.55256890185
1613,164945.56278775382
1614,100872.60491453999
1615,73600.40008670156
1616,73600.40008670156
1617,89054.04354102029
1618,116279.09586961006
1619,127719.2165119611
1620,202064.93269244453
1621,130422.10243464197
1622,141998.77327041086
1623,220340.54922590737
1624,196787.58795349905
1625,129507.74825212013
1626,175784.12259981935
1627,182773.61378155317
1628,248351.07991185633
