Id,SalePrice
1461,136826.4357827144
1462,155464.47514921936
1463,177280.98515426385
1464,192489.04951507464
1465,218789.59116929537
1466,182547.8603751529
1467,166921.4430371847
1468,182612.36492193915
1469,199008.27109114762
1470,130953.4394183456
1471,198511.12004108183
1472,140657.0354088862
1473,138539.56482019278
1474,170899.9701985352
1475,165268.66047641172
1476,302219.0009342508
1477,226501.18478683406
1478,283832.55741833977
1479,261530.9048851592
1480,315595.2834549526
1481,256042.3370053299
1482,241487.94035989043
1483,181147.59716971038
1484,197274.08386751078
1485,215190.38269536686
1486,213705.52741461442
1487,260957.72583466934
1488,235723.03802590678
1489,197121.78404333306
1490,200020.34427555444
1491,202736.00686549657
1492,138302.35848130542
1493,178990.563126394
1494,257979.53272239098
1495,250373.2812284307
1496,218846.89008209476
1497,192467.7395845641
1498,191843.5878827643
1499,190252.86891472212
1500,173632.8562979764
1501,173659.4592830861
1502,196976.70155834174
1503,249239.43056369154
1504,243205.48279263361
1505,211620.22772819668
1506,168139.37433487325
1507,196090.23244337665
1508,192208.04706240597
1509,158818.52992635613
1510,144761.62679763313
1511,143816.36217772678
1512,155377.26548172467
1513,153900.0183717514
1514,142257.69423990228
1515,169265.51867343948
1516,163711.38320250122
1517,170049.97152943187
1518,143785.5791221084
1519,196850.00192951472
1520,142972.05057566398
1521,143058.36896718873
1522,166418.62352496618
1523,128924.61304989294
1524,134393.20520852372
1525,139624.16399131095
1526,136659.77244269347
1527,124658.12933535539
1528,140057.127723135
1529,144183.76830284426
1530,166898.5185298286
1531,151173.6742705669
1532,142180.94340227536
1533,144058.6614401135
1534,139585.6608331865
1535,156881.9836747114
1536,135241.1345174498
1537,139023.09516141893
1538,194884.46168512135
1539,213621.97706961344
1540,137683.95338538475
1541,142391.14644288697
1542,141085.9202363444
1543,187000.17422720307
1544,128654.017155798
1545,136525.03173322615
1546,159063.34274351737
1547,162436.49823932105
1548,141421.6283760861
1549,135628.16641214237
1550,154525.86735366215
1551,147029.5094529488
1552,148684.62197807452
1553,155234.4530060617
1554,140079.08033758006
1555,178146.61757403074
1556,152862.31063982486
1557,132153.05883048452
1558,142029.30972867794
1559,130962.43984059746
1560,151430.06132103878
1561,131443.0083419556
1562,145291.48990508023
1563,138385.57770695077
1564,160462.1194383951
1565,163965.3091207957
1566,213764.12438364926
1567,122486.95891437637
1568,197054.1463681427
1569,154407.44045817273
1570,167285.41585412945
1571,144734.79595548258
1572,141742.68443539267
1573,211852.0814559496
1574,143967.88163788308
1575,223938.9537023492
1576,200943.12368537713
1577,200147.54314500093
1578,153994.03358932797
1579,147481.05515205927
1580,200649.36544631823
1581,160956.70493980672
1582,144695.87051921058
1583,243246.3457051327
1584,219156.86977376248
1585,165529.96600165896
1586,121224.85202156147
1587,137114.59468147877
1588,150174.6915308934
1589,124208.39011746884
1590,152912.1786833728
1591,127603.22108210222
1592,152744.6607427993
1593,151337.58875525976
1594,147207.53066040197
1595,149225.99427652278
1596,205717.4007662108
1597,157450.9340780516
1598,195767.29180320917
1599,230505.1429817169
1600,225582.68586258162
1601,123822.83770715943
1602,137988.35372606487
1603,126357.76237066471
1604,252341.49816062942
1605,236217.9531170948
1606,172508.7978756822
1607,168611.8236695809
1608,213952.1399370568
1609,198247.59573068126
1610,163378.60758393895
1611,156068.8833073725
1612,168282.31375579673
1613,166501.9255959552
1614,155752.5172411694
1615,130220.45202571359
1616,127791.31802006105
1617,129966.42289786109
1618,140853.90400367358
1619,150407.40764160242
1620,158825.94377447703
1621,147121.60788453752
1622,154885.53197202153
1623,245457.76049205087
1624,193768.55966186034
1625,142481.07270511021
1626,169796.68788930384
1627,183498.50579034176
1628,258486.50012547857
1629,199885.18758431205
1630,255195.29857376515
1631,209993.45228898432
1632,221457.9080022816
1633,206777.66801572416
1634,190116.03013354598
1635,192768.96519393832
1636,183281.87095236283
1637,171924.72945192904
1638,209340.59711839154
1639,176065.00475488335
1640,214033.49398262307
1641,176452.04036774088
1642,221575.1316884405
1643,237725.11891508545
1644,240441.26912955218
1645,178925.12303258403
1646,175169.2708782779
1647,192273.77212916405
1648,143670.44099590724
1649,147464.8048961663
1650,128587.93473074163
1651,128619.6135534432
1652,141031.28917630622
1653,140800.65042807805
1654,166273.9984550136
1655,181363.06991733357
1656,165047.50726620902
1657,164651.46424817978
1658,172568.8583261293
1659,161895.80839276488
1660,159940.0469657872
1661,332614.5683662053
1662,290208.27434068033
1663,291373.1520138986
1664,308814.81325391313
1665,283700.8075265112
1666,268518.0658407258
1667,274800.3079271724
1668,292662.6562856643
1669,284059.3213322506
1670,289864.02364089334
1671,217882.76230269828
1672,298447.5604324346
1673,286490.59064105625
1674,239923.52237685036
1675,192470.99400542403
1676,195252.28200810976
1677,212804.7954441207
1678,307097.5687040323
1679,272173.79103368154
1680,286103.9192719144
1681,279920.8562849255
1682,262859.28209199244
1683,207835.60116632917
1684,213405.60139164067
1685,197737.6507700493
1686,207936.48506922188
1687,211104.4698833328
1688,213943.84709460463
1689,214903.73360347195
1690,218704.51817024793
1691,217839.63351571638
1692,256960.87421606784
1693,204054.51989143097
1694,186532.06159037858
1695,197022.47634346565
1696,219119.75414902184
1697,196971.2074511293
1698,264411.3282882531
1699,252588.7526184246
1700,221012.58039286884
1701,251284.9504109347
