Id,SalePrice
1461,115849.54875037927
1462,153746.78197147176
1463,169731.18001986112
1464,171635.5992681961
1465,243414.07307061862
1466,186977.46224941156
1467,167399.10408480812
1468,179270.79717891765
1469,154129.04982520558
1470,113305.00285583403
1471,172200.6266238645
1472,141785.6017818562
1473,122063.13886558553
1474,187327.8720024616
1475,155413.89101178668
1476,-18615.84497282558
1477,427282.9915158688
1478,145050.62239257066
1479,250735.227559985
1480,-514472.31401162647
1481,313625.56614190957
1482,435643.0092785816
1483,111466.39541899867
1484,162320.9078769195
1485,226733.81876685412
1486,249516.30646922314
1487,247167.46448143205
1488,302425.0716746124
1489,187646.81404750724
1490,398529.9079187544
1491,260405.90742129984
1492,45621.159480626666
1493,197309.3903293509
1494,344708.6635132245
1495,340267.3398223269
1496,408703.74550669023
1497,141045.71719871787
1498,22305.595356803562
1499,22587.87523918238
1500,8257.306906085316
1501,70028.75038023523
1502,67312.2318954225
1503,472767.3675453153
1504,233044.05776028614
1505,241593.36390177492
1506,209520.4634837077
1507,238002.9192540439
1508,157348.80784894992
1509,153098.422620098
1510,128141.50531789339
1511,134575.19629050794
1512,138340.22547773438
1513,164150.36301204588
1514,153681.7741203495
1515,186983.28118798518
1516,134381.67926852242
1517,147445.37489856116
1518,192680.61116051287
1519,207114.26408286285
1520,105499.75375120754
1521,108863.90257527045
1522,186778.97567852883
1523,130983.55999956459
1524,85404.19831110796
1525,123756.23879275577
1526,125917.22437758601
1527,93919.90154860161
1528,151629.69106437374
1529,126522.59276422876
1530,173839.0902689384
1531,110793.77819824609
1532,60085.64417986809
1533,116827.91059487005
1534,41679.26975379238
1535,144553.01963519573
1536,116587.49693736524
1537,136342.49794915516
1538,104973.04163259409
1539,1015.2175694719481
1540,97666.38389310667
1541,109339.01344944393
1542,187466.46218435894
1543,192369.97433157856
1544,105666.8814472117
1545,99709.73767162778
1546,166984.62847487198
1547,178648.7741694844
1548,181894.2847602353
1549,178480.70016019297
1550,63395.18299201598
1551,171178.52610352164
1552,129964.19809178839
1553,47240.91365239935
1554,148384.56357200406
1555,202211.87961649793
1556,168671.16903276212
1557,99752.5009691952
1558,136802.5590191992
1559,165936.13018365228
1560,93624.97356848583
1561,40454.986875379924
1562,150003.35180810382
1563,167478.85767665957
1564,185220.03216373856
1565,144056.8501661126
1566,149548.50072060147
1567,168451.97204402366
1568,190634.03221479576
1569,20244.527118156635
1570,120483.95274921307
1571,125043.52225835623
1572,130597.38742253673
1573,201481.47783450628
1574,109934.55349445026
1575,200708.35976735328
1576,179027.9010461069
1577,210881.3636771536
1578,77613.25537867707
1579,115015.86614815562
1580,206808.45277017335
1581,94394.37596114168
1582,123948.05011559147
1583,260853.19500986498
1584,210858.88172997767
1585,98982.70037036763
1586,156906.84347591244
1587,85738.57614542557
1588,106334.25018060837
1589,67734.02984259448
1590,138138.479496758
1591,85602.78108331186
1592,2613.7323121763475
1593,159676.27978557852
1594,188531.96840954435
1595,155314.58847163158
1596,269375.2162852336
1597,241393.2046530435
1598,256798.2863196534
1599,131656.38134107448
1600,105239.31133066016
1601,166330.36564892804
1602,65679.79778588607
1603,80199.68618644221
1604,480080.6544101509
1605,283492.4609252288
1606,168864.28167332517
1607,265081.7341225735
1608,156918.60430146928
1609,182622.93817736587
1610,229462.0268407096
1611,150379.71287903565
1612,422942.3310461313
1613,204433.25155227105
1614,83909.72116605459
1615,97363.46688399412
1616,97363.46688399412
1617,113094.59513394485
1618,89390.63217314397
1619,126641.07769525747
1620,241028.12092160806
1621,132139.0373330411
1622,126802.41221908772
1623,267399.32393810473
1624,239690.04458826763
1625,93144.06086061017
1626,159745.8408852599
1627,193113.1476582921
1628,256713.28261409933
1629,291684.70141785213
1630,97361.24642686665
1631,257618.9983682132
1632,257552.52109242918
1633,237087.54352937557
1634,145183.0339750616
1635,158234.50661583903
1636,114739.87486564393
1637,139521.97624738063
1638,189895.91330741605
1639,171378.48712281333
1640,235093.7759016223
1641,217290.7850986815
1642,438697.45660468494
1643,251650.30254674348
1644,231289.06777165213
1645,171474.3114797856
1646,109485.56202880283
1647,151336.72430906477
1648,126319.04119162277
1649,139623.9292501238
1650,124192.41867253068
1651,130967.78183832623
1652,142356.19302549088
1653,140836.8390888882
1654,128118.05288099253
1655,90317.1729794001
1656,174170.2141912464
1657,179291.72534269936
1658,152526.86625638162
1659,180121.92349331948
1660,95568.14351263206
1661,-454438.7314685147
1662,230494.8618881678
1663,92331.24824291382
1664,-377806.567555573
1665,206520.73280280802
1666,248308.9042334825
1667,-122772.41163246421
1668,153905.32594171964
1669,221657.76419652114
1670,46686.17332292753
1671,340255.62401724764
1672,-276542.2962951768
1673,175794.68858197416
1674,430959.08323732886
1675,410213.46273663244
1676,404169.68020425626
1677,424694.34470273927
1678,-349295.4889027917
1679,-7064.191804006812
1680,154778.9389902088
1681,420370.48349369434
1682,393945.68441586
1683,423916.38229722873
1684,132060.17583308584
1685,111970.24364979778
1686,160605.1613493338
